imagine1;imagine2;imagine3;imagine4;gender;correct;time;primer;congruent;keyCorrect;keyPressed;trial;pictureCategory ;participantNumber
3;4;4;3;male;1;1141;imagery;0;ArrowDown;ArrowDown;1;9;1
3;4;4;3;male;1;749;imagery;0; ; ;2;20;1
3;4;4;3;male;1;1199;ambient;0;ArrowDown;ArrowDown;3;5;1
3;4;4;3;male;1;795;imagery;0;ArrowRight;ArrowRight;4;14;1
3;4;4;3;male;1;760;visual;1;ArrowUp;ArrowUp;5;20;1
3;4;4;3;male;1;834;imagery;1; ; ;6;12;1
3;4;4;3;male;0;960;ambient;0;ArrowRight; ;7;19;1
3;4;4;3;male;1;815;visual;0;ArrowRight;ArrowRight;8;12;1
3;4;4;3;male;1;664;imagery;1;ArrowUp;ArrowUp;9;3;1
3;4;4;3;male;1;570;ambient;1;ArrowLeft;ArrowLeft;10;6;1
3;4;4;3;male;1;775;ambient;1;ArrowDown;ArrowDown;11;16;1
3;4;4;3;male;1;717;visual;1;ArrowDown;ArrowDown;12;8;1
3;4;4;3;male;1;611;imagery;1;ArrowUp;ArrowUp;13;19;1
3;4;4;3;male;1;673;imagery;1;ArrowRight;ArrowRight;14;1;1
3;4;4;3;male;1;649;ambient;1;ArrowDown;ArrowDown;15;12;1
3;4;4;3;male;0;699;imagery;0;ArrowRight;ArrowUp;16;2;1
3;4;4;3;male;1;1405;visual;0;ArrowDown;ArrowDown;17;18;1
3;4;4;3;male;1;1227;imagery;1;ArrowLeft;ArrowLeft;18;16;1
3;4;4;3;male;1;939;visual;0;ArrowLeft;ArrowLeft;19;13;1
3;4;4;3;male;1;910;ambient;0; ; ;20;15;1
3;4;4;3;male;1;641;ambient;1;ArrowLeft;ArrowLeft;21;3;1
3;4;4;3;male;1;735;ambient;0;ArrowUp;ArrowUp;22;13;1
3;4;4;3;male;1;909;imagery;0;ArrowUp;ArrowUp;23;10;1
3;4;4;3;male;1;626;imagery;1;ArrowLeft;ArrowLeft;24;13;1
3;4;4;3;male;1;534;ambient;1;ArrowRight;ArrowRight;25;18;1
3;4;4;3;male;1;530;visual;1;ArrowLeft;ArrowLeft;26;11;1
3;4;4;3;male;1;552;ambient;0;ArrowRight;ArrowRight;27;11;1
3;4;4;3;male;1;704;imagery;1; ; ;28;4;1
3;4;4;3;male;1;653;imagery;1; ; ;29;8;1
3;4;4;3;male;1;665;visual;0;ArrowRight;ArrowRight;30;10;1
3;4;4;3;male;1;672;visual;0; ; ;31;9;1
3;4;4;3;male;1;846;imagery;1;ArrowLeft;ArrowLeft;32;18;1
3;4;4;3;male;1;1464;visual;1; ; ;33;5;1
3;4;4;3;male;1;1019;visual;1;ArrowDown;ArrowDown;34;3;1
3;4;4;3;male;1;743;ambient;1;ArrowLeft;ArrowLeft;35;8;1
3;4;4;3;male;0;678;ambient;0;ArrowRight;ArrowLeft;36;7;1
3;4;4;3;male;1;823;ambient;0;ArrowRight;ArrowRight;37;9;1
3;4;4;3;male;1;821;visual;1;ArrowDown;ArrowDown;38;19;1
3;4;4;3;male;1;567;imagery;0;ArrowLeft;ArrowLeft;39;5;1
3;4;4;3;male;1;515;ambient;0;ArrowRight;ArrowRight;40;14;1
3;4;4;3;male;1;963;ambient;0;ArrowUp;ArrowUp;41;4;1
3;4;4;3;male;1;611;visual;1;ArrowRight;ArrowRight;42;6;1
3;4;4;3;male;1;860;visual;1; ; ;43;15;1
3;4;4;3;male;1;803;visual;0;ArrowUp;ArrowUp;44;7;1
3;4;4;3;male;1;1002;visual;0;ArrowLeft;ArrowLeft;45;4;1
3;4;4;3;male;1;1223;ambient;1;ArrowUp;ArrowUp;46;1;1
3;4;4;3;male;1;590;imagery;1;ArrowUp;ArrowUp;47;11;1
3;4;4;3;male;1;674;visual;0;ArrowLeft;ArrowLeft;48;2;1
3;4;4;3;male;1;624;imagery;0;ArrowRight;ArrowRight;49;17;1
3;4;4;3;male;1;559;ambient;0;ArrowUp;ArrowUp;50;17;1
3;4;4;3;male;1;553;imagery;0;ArrowLeft;ArrowLeft;51;7;1
3;4;4;3;male;0;574;visual;1;ArrowUp;ArrowLeft;52;14;1
3;4;4;3;male;1;980;visual;1; ; ;53;17;1
3;4;4;3;male;1;968;ambient;1;ArrowRight;ArrowRight;54;2;1
3;4;4;3;male;1;689;imagery;0;ArrowLeft;ArrowLeft;55;15;1
3;4;4;3;male;1;750;ambient;1;ArrowLeft;ArrowLeft;56;10;1
3;4;4;3;male;1;1097;visual;0; ; ;57;1;1
3;4;4;3;male;0;953;imagery;0;ArrowLeft;ArrowRight;58;6;1
3;4;4;3;male;1;615;visual;0;ArrowUp;ArrowUp;59;16;1
3;4;4;3;male;1;574;ambient;1;ArrowRight;ArrowRight;60;20;1
2;2;2;3;female;1;1026;visual;0; ; ;1;19;2
2;2;2;3;female;1;1491;visual;0;ArrowLeft;ArrowLeft;2;18;2
2;2;2;3;female;1;1041;ambient;0;ArrowDown;ArrowDown;3;11;2
2;2;2;3;female;1;1443;visual;0;ArrowLeft;ArrowLeft;4;2;2
2;2;2;3;female;1;900;ambient;1;ArrowDown;ArrowDown;5;9;2
2;2;2;3;female;1;985;imagery;0;ArrowRight;ArrowRight;6;8;2
2;2;2;3;female;1;605;imagery;1;ArrowLeft;ArrowLeft;7;20;2
2;2;2;3;female;1;1107;visual;0; ; ;8;12;2
2;2;2;3;female;1;826;ambient;0;ArrowRight;ArrowRight;9;5;2
2;2;2;3;female;1;899;visual;0;ArrowDown;ArrowDown;10;20;2
2;2;2;3;female;1;1102;imagery;0; ; ;11;14;2
2;2;2;3;female;1;984;imagery;1;ArrowDown;ArrowDown;12;12;2
2;2;2;3;female;1;812;visual;0;ArrowLeft;ArrowLeft;13;10;2
2;2;2;3;female;1;869;visual;1;ArrowLeft;ArrowLeft;14;6;2
2;2;2;3;female;1;1172;imagery;1;ArrowLeft;ArrowLeft;15;15;2
2;2;2;3;female;1;640;visual;0;ArrowLeft;ArrowLeft;16;13;2
2;2;2;3;female;1;671;imagery;0;ArrowRight;ArrowRight;17;5;2
2;2;2;3;female;1;1283;visual;0;ArrowUp;ArrowUp;18;5;2
2;2;2;3;female;1;795;ambient;0;ArrowRight;ArrowRight;19;19;2
2;2;2;3;female;1;1068;imagery;1;ArrowLeft;ArrowLeft;20;19;2
2;2;2;3;female;1;1028;ambient;0; ; ;21;6;2
2;2;2;3;female;1;1317;ambient;0;ArrowLeft;ArrowLeft;22;8;2
2;2;2;3;female;1;1521;ambient;1;ArrowRight;ArrowRight;23;10;2
2;2;2;3;female;1;877;visual;0; ; ;24;8;2
2;2;2;3;female;1;1136;imagery;0;ArrowRight;ArrowRight;25;1;2
2;2;2;3;female;1;1769;ambient;0; ; ;26;16;2
2;2;2;3;female;1;562;ambient;1;ArrowLeft;ArrowLeft;27;12;2
2;2;2;3;female;1;918;imagery;1; ; ;28;17;2
2;2;2;3;female;1;1032;visual;1;ArrowLeft;ArrowLeft;29;3;2
2;2;2;3;female;1;990;ambient;1;ArrowDown;ArrowDown;30;18;2
2;2;2;3;female;1;658;ambient;1;ArrowLeft;ArrowLeft;31;17;2
2;2;2;3;female;0;1273;imagery;1;ArrowDown; ;32;11;2
2;2;2;3;female;1;844;ambient;0;ArrowUp;ArrowUp;33;7;2
2;2;2;3;female;1;1506;imagery;1; ; ;34;2;2
2;2;2;3;female;1;1554;imagery;0;ArrowUp;ArrowUp;35;10;2
2;2;2;3;female;1;1035;ambient;1;ArrowRight;ArrowRight;36;13;2
2;2;2;3;female;1;1479;visual;1; ; ;37;16;2
2;2;2;3;female;1;1011;visual;1;ArrowRight;ArrowRight;38;9;2
2;2;2;3;female;1;845;visual;1;ArrowDown;ArrowDown;39;7;2
2;2;2;3;female;1;800;ambient;1; ; ;40;20;2
2;2;2;3;female;0;1133;ambient;1;ArrowDown; ;41;15;2
2;2;2;3;female;1;1086;imagery;0;ArrowRight;ArrowRight;42;13;2
2;2;2;3;female;1;1000;ambient;1;ArrowLeft;ArrowLeft;43;3;2
2;2;2;3;female;1;1221;imagery;1;ArrowDown;ArrowDown;44;6;2
2;2;2;3;female;1;1873;visual;1;ArrowUp;ArrowUp;45;1;2
2;2;2;3;female;1;1103;visual;1; ; ;46;17;2
2;2;2;3;female;1;966;imagery;1;ArrowDown;ArrowDown;47;16;2
2;2;2;3;female;1;759;ambient;0;ArrowUp;ArrowUp;48;4;2
2;2;2;3;female;0;1006;imagery;0;ArrowRight;ArrowDown;49;3;2
2;2;2;3;female;1;1016;ambient;0;ArrowDown;ArrowDown;50;2;2
2;2;2;3;female;1;870;imagery;0;ArrowRight;ArrowRight;51;4;2
2;2;2;3;female;1;826;visual;1;ArrowUp;ArrowUp;52;15;2
2;2;2;3;female;1;708;visual;1;ArrowDown;ArrowDown;53;11;2
2;2;2;3;female;1;885;visual;0;ArrowRight;ArrowRight;54;4;2
2;2;2;3;female;1;809;imagery;0;ArrowDown;ArrowDown;55;7;2
2;2;2;3;female;1;987;visual;1;ArrowLeft;ArrowLeft;56;14;2
2;2;2;3;female;1;768;ambient;0;ArrowLeft;ArrowLeft;57;14;2
2;2;2;3;female;1;1310;imagery;1;ArrowLeft;ArrowLeft;58;18;2
2;2;2;3;female;1;830;ambient;1;ArrowLeft;ArrowLeft;59;1;2
2;2;2;3;female;1;1123;imagery;0; ; ;60;9;2
3;2;2;2;male;1;1831;imagery;0;ArrowRight;ArrowRight;1;18;3
3;2;2;2;male;0;1666;imagery;1; ;ArrowUp;2;12;3
3;2;2;2;male;1;1470;visual;1;ArrowDown;ArrowDown;3;6;3
3;2;2;2;male;0;2692;imagery;0; ;ArrowRight;4;6;3
3;2;2;2;male;1;1520;visual;1;ArrowUp;ArrowUp;5;2;3
3;2;2;2;male;1;1108;ambient;1;ArrowRight;ArrowRight;6;6;3
3;2;2;2;male;1;1234;imagery;0;ArrowRight;ArrowRight;7;13;3
3;2;2;2;male;1;1054;ambient;0;ArrowUp;ArrowUp;8;12;3
3;2;2;2;male;1;1038;visual;1;ArrowLeft;ArrowLeft;9;1;3
3;2;2;2;male;1;1327;visual;1;ArrowDown;ArrowDown;10;14;3
3;2;2;2;male;1;1465;imagery;0;ArrowUp;ArrowUp;11;4;3
3;2;2;2;male;1;2076;imagery;0; ; ;12;1;3
3;2;2;2;male;1;1301;ambient;0;ArrowRight;ArrowRight;13;8;3
3;2;2;2;male;1;980;visual;1;ArrowRight;ArrowRight;14;15;3
3;2;2;2;male;1;877;imagery;1;ArrowRight;ArrowRight;15;14;3
3;2;2;2;male;1;1314;ambient;0; ; ;16;7;3
3;2;2;2;male;1;1017;ambient;1;ArrowDown;ArrowDown;17;4;3
3;2;2;2;male;1;1299;imagery;0;ArrowUp;ArrowUp;18;10;3
3;2;2;2;male;1;1128;visual;0;ArrowRight;ArrowRight;19;11;3
3;2;2;2;male;1;1491;visual;0;ArrowRight;ArrowRight;20;17;3
3;2;2;2;male;1;909;ambient;0;ArrowRight;ArrowRight;21;15;3
3;2;2;2;male;1;1235;imagery;0; ; ;22;8;3
3;2;2;2;male;1;928;visual;1;ArrowDown;ArrowDown;23;10;3
3;2;2;2;male;1;1144;ambient;1;ArrowUp;ArrowUp;24;16;3
3;2;2;2;male;1;979;ambient;1;ArrowUp;ArrowUp;25;13;3
3;2;2;2;male;1;1293;imagery;1; ; ;26;20;3
3;2;2;2;male;1;1587;visual;1;ArrowLeft;ArrowLeft;27;16;3
3;2;2;2;male;1;1310;imagery;0;ArrowRight;ArrowRight;28;5;3
3;2;2;2;male;1;1157;ambient;1;ArrowUp;ArrowUp;29;20;3
3;2;2;2;male;1;1103;visual;0; ; ;30;12;3
3;2;2;2;male;1;1038;imagery;1;ArrowUp;ArrowUp;31;17;3
3;2;2;2;male;1;1555;imagery;0; ; ;32;2;3
3;2;2;2;male;1;1525;ambient;1;ArrowDown;ArrowDown;33;9;3
3;2;2;2;male;1;970;ambient;0;ArrowDown;ArrowDown;34;1;3
3;2;2;2;male;1;837;ambient;1;ArrowUp;ArrowUp;35;5;3
3;2;2;2;male;1;1022;visual;0; ; ;36;4;3
3;2;2;2;male;1;793;visual;0;ArrowDown;ArrowDown;37;8;3
3;2;2;2;male;1;908;visual;1;ArrowDown;ArrowDown;38;20;3
3;2;2;2;male;1;844;visual;0;ArrowDown;ArrowDown;39;5;3
3;2;2;2;male;1;771;visual;0;ArrowRight;ArrowRight;40;13;3
3;2;2;2;male;1;992;visual;1;ArrowLeft;ArrowLeft;41;19;3
3;2;2;2;male;1;1358;imagery;1; ; ;42;16;3
3;2;2;2;male;1;1288;ambient;1; ; ;43;2;3
3;2;2;2;male;1;1244;ambient;1;ArrowRight;ArrowRight;44;17;3
3;2;2;2;male;1;1188;imagery;1;ArrowLeft;ArrowLeft;45;11;3
3;2;2;2;male;1;2112;imagery;1;ArrowDown;ArrowDown;46;7;3
3;2;2;2;male;1;1949;ambient;0;ArrowUp;ArrowUp;47;19;3
3;2;2;2;male;1;1038;visual;0; ; ;48;3;3
3;2;2;2;male;1;1144;imagery;1;ArrowUp;ArrowUp;49;3;3
3;2;2;2;male;1;4958;visual;0; ; ;50;18;3
3;2;2;2;male;1;1543;visual;1;ArrowLeft;ArrowLeft;51;7;3
3;2;2;2;male;1;1582;imagery;1;ArrowDown;ArrowDown;52;15;3
3;2;2;2;male;1;1334;visual;0; ; ;53;9;3
3;2;2;2;male;1;2497;ambient;0;ArrowRight;ArrowRight;54;18;3
3;2;2;2;male;1;1253;imagery;0;ArrowRight;ArrowRight;55;19;3
3;2;2;2;male;1;1664;ambient;0;ArrowDown;ArrowDown;56;14;3
3;2;2;2;male;1;1859;ambient;0; ; ;57;10;3
3;2;2;2;male;1;2004;ambient;0;ArrowDown;ArrowDown;58;3;3
3;2;2;2;male;1;1061;imagery;1;ArrowRight;ArrowRight;59;9;3
3;2;2;2;male;1;1061;ambient;1;ArrowRight;ArrowRight;60;11;3
3;2;4;4;male;1;2123;visual;1;ArrowLeft;ArrowLeft;1;10;4
3;2;4;4;male;0;1095;imagery;0;ArrowLeft;ArrowUp;2;2;4
3;2;4;4;male;1;1143;imagery;1;ArrowRight;ArrowRight;3;7;4
3;2;4;4;male;1;1702;imagery;0;ArrowLeft;ArrowLeft;4;18;4
3;2;4;4;male;1;3151;imagery;1; ; ;5;10;4
3;2;4;4;male;1;1364;ambient;0; ; ;6;7;4
3;2;4;4;male;1;1535;visual;0;ArrowUp;ArrowUp;7;2;4
3;2;4;4;male;1;1866;ambient;0;ArrowRight;ArrowRight;8;16;4
3;2;4;4;male;1;1064;imagery;1;ArrowLeft;ArrowLeft;9;13;4
3;2;4;4;male;1;935;visual;1;ArrowDown;ArrowDown;10;11;4
3;2;4;4;male;1;1098;imagery;1; ; ;11;15;4
3;2;4;4;male;1;1378;visual;1;ArrowLeft;ArrowLeft;12;5;4
3;2;4;4;male;1;1148;imagery;0;ArrowUp;ArrowUp;13;9;4
3;2;4;4;male;1;579;ambient;1;ArrowLeft;ArrowLeft;14;11;4
3;2;4;4;male;1;814;imagery;0; ; ;15;17;4
3;2;4;4;male;1;920;visual;1;ArrowLeft;ArrowLeft;16;14;4
3;2;4;4;male;0;775;ambient;1;ArrowRight; ;17;14;4
3;2;4;4;male;1;1364;imagery;1; ; ;18;11;4
3;2;4;4;male;1;1040;visual;0; ; ;19;9;4
3;2;4;4;male;1;868;ambient;1;ArrowUp;ArrowUp;20;15;4
3;2;4;4;male;1;1059;visual;1; ; ;21;12;4
3;2;4;4;male;1;1354;ambient;0;ArrowUp;ArrowUp;22;9;4
3;2;4;4;male;1;759;ambient;1;ArrowDown;ArrowDown;23;12;4
3;2;4;4;male;1;1132;visual;0; ; ;24;18;4
3;2;4;4;male;1;859;visual;1; ; ;25;16;4
3;2;4;4;male;1;751;imagery;1; ; ;26;8;4
3;2;4;4;male;1;997;imagery;0; ; ;27;16;4
3;2;4;4;male;1;1512;visual;1;ArrowDown;ArrowDown;28;15;4
3;2;4;4;male;0;849;ambient;0;ArrowRight; ;29;1;4
3;2;4;4;male;1;1220;visual;0;ArrowDown;ArrowDown;30;1;4
3;2;4;4;male;1;1369;imagery;0;ArrowRight;ArrowRight;31;20;4
3;2;4;4;male;1;847;ambient;1; ; ;32;19;4
3;2;4;4;male;1;824;ambient;1;ArrowRight;ArrowRight;33;20;4
3;2;4;4;male;1;1089;ambient;1; ; ;34;5;4
3;2;4;4;male;1;2028;imagery;0;ArrowDown;ArrowDown;35;5;4
3;2;4;4;male;0;695;visual;0;ArrowUp;ArrowLeft;36;8;4
3;2;4;4;male;1;1261;imagery;0;ArrowDown;ArrowDown;37;14;4
3;2;4;4;male;1;957;ambient;0;ArrowDown;ArrowDown;38;17;4
3;2;4;4;male;1;690;imagery;1;ArrowDown;ArrowDown;39;12;4
3;2;4;4;male;1;807;imagery;1;ArrowLeft;ArrowLeft;40;3;4
3;2;4;4;male;1;1333;visual;0;ArrowDown;ArrowDown;41;4;4
3;2;4;4;male;1;770;ambient;1;ArrowUp;ArrowUp;42;4;4
3;2;4;4;male;1;1014;visual;1;ArrowDown;ArrowDown;43;20;4
3;2;4;4;male;1;1043;visual;0;ArrowUp;ArrowUp;44;6;4
3;2;4;4;male;1;993;ambient;1;ArrowRight;ArrowRight;45;18;4
3;2;4;4;male;1;1648;ambient;0;ArrowDown;ArrowDown;46;10;4
3;2;4;4;male;1;999;imagery;1;ArrowDown;ArrowDown;47;6;4
3;2;4;4;male;1;871;ambient;1;ArrowUp;ArrowUp;48;6;4
3;2;4;4;male;1;1012;visual;0;ArrowUp;ArrowUp;49;17;4
3;2;4;4;male;1;1028;imagery;1;ArrowUp;ArrowUp;50;19;4
3;2;4;4;male;1;836;visual;1;ArrowDown;ArrowDown;51;13;4
3;2;4;4;male;1;744;visual;0;ArrowRight;ArrowRight;52;7;4
3;2;4;4;male;1;774;ambient;0;ArrowDown;ArrowDown;53;8;4
3;2;4;4;male;1;756;visual;0;ArrowRight;ArrowRight;54;3;4
3;2;4;4;male;1;624;ambient;0;ArrowDown;ArrowDown;55;3;4
3;2;4;4;male;1;1063;imagery;0; ; ;56;1;4
3;2;4;4;male;1;748;imagery;0;ArrowUp;ArrowUp;57;4;4
3;2;4;4;male;1;1231;ambient;0;ArrowDown;ArrowDown;58;2;4
3;2;4;4;male;1;776;ambient;0;ArrowLeft;ArrowLeft;59;13;4
3;2;4;4;male;1;795;visual;1;ArrowRight;ArrowRight;60;19;4
4;4;4;3;male;1;2492;visual;0;ArrowRight;ArrowRight;1;2;5
4;4;4;3;male;1;2168;visual;0;ArrowUp;ArrowUp;2;10;5
4;4;4;3;male;1;1703;imagery;1;ArrowLeft;ArrowLeft;3;2;5
4;4;4;3;male;1;1443;ambient;0;ArrowDown;ArrowDown;4;6;5
4;4;4;3;male;1;1439;ambient;1;ArrowRight;ArrowRight;5;14;5
4;4;4;3;male;1;1573;imagery;0;ArrowLeft;ArrowLeft;6;12;5
4;4;4;3;male;1;1221;imagery;0;ArrowRight;ArrowRight;7;19;5
4;4;4;3;male;1;1107;imagery;0;ArrowDown;ArrowDown;8;4;5
4;4;4;3;male;1;1020;imagery;0;ArrowUp;ArrowUp;9;15;5
4;4;4;3;male;1;1104;visual;1; ; ;10;19;5
4;4;4;3;male;1;1650;imagery;1;ArrowLeft;ArrowLeft;11;16;5
4;4;4;3;male;1;1499;imagery;1;ArrowDown;ArrowDown;12;18;5
4;4;4;3;male;1;2317;ambient;0; ; ;13;16;5
4;4;4;3;male;0;1055;imagery;1;ArrowLeft; ;14;7;5
4;4;4;3;male;1;1189;visual;1;ArrowLeft;ArrowLeft;15;18;5
4;4;4;3;male;1;1318;imagery;1; ; ;16;10;5
4;4;4;3;male;1;1585;ambient;1;ArrowLeft;ArrowLeft;17;12;5
4;4;4;3;male;1;981;visual;1; ; ;18;20;5
4;4;4;3;male;1;1286;imagery;0;ArrowDown;ArrowDown;19;13;5
4;4;4;3;male;1;1483;ambient;1;ArrowUp;ArrowUp;20;1;5
4;4;4;3;male;1;911;ambient;1;ArrowLeft;ArrowLeft;21;5;5
4;4;4;3;male;1;764;visual;1;ArrowRight;ArrowRight;22;1;5
4;4;4;3;male;0;925;ambient;1;ArrowLeft; ;23;2;5
4;4;4;3;male;1;890;ambient;1;ArrowUp;ArrowUp;24;13;5
4;4;4;3;male;1;1166;visual;0;ArrowLeft;ArrowLeft;25;5;5
4;4;4;3;male;1;988;ambient;0;ArrowLeft;ArrowLeft;26;8;5
4;4;4;3;male;1;1097;visual;1;ArrowDown;ArrowDown;27;8;5
4;4;4;3;male;1;1392;ambient;1; ; ;28;11;5
4;4;4;3;male;1;1175;visual;0;ArrowLeft;ArrowLeft;29;4;5
4;4;4;3;male;1;811;visual;1; ; ;30;15;5
4;4;4;3;male;1;1024;imagery;1;ArrowUp;ArrowUp;31;3;5
4;4;4;3;male;1;5079;ambient;0; ; ;32;19;5
4;4;4;3;male;1;1023;visual;1; ; ;33;3;5
4;4;4;3;male;1;1282;imagery;1;ArrowUp;ArrowUp;34;1;5
4;4;4;3;male;1;916;ambient;0;ArrowLeft;ArrowLeft;35;10;5
4;4;4;3;male;1;1165;ambient;1;ArrowDown;ArrowDown;36;9;5
4;4;4;3;male;1;887;visual;1; ; ;37;11;5
4;4;4;3;male;1;1047;visual;0;ArrowUp;ArrowUp;38;14;5
4;4;4;3;male;1;2111;imagery;0; ; ;39;11;5
4;4;4;3;male;1;901;imagery;0;ArrowLeft;ArrowLeft;40;8;5
4;4;4;3;male;1;844;ambient;0;ArrowRight;ArrowRight;41;4;5
